cellset,term_name,experiment,assay,target,investigated_as,biosample_summary,lab,n_audit_error,n_audit_notcompliant,n_audit_warning,endogenous_tag,keep,exclude_reason,file,output_type,preferred_default,file_size,md5sum,href
K562,K562,ENCSR054JMQ,TF ChIP-seq,REST,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens REST,"Michael Snyder, Stanford",0,0,5,eGFP,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF118ECK,IDR thresholded peaks,True,190810.0,20b6edf4fc2dc85c41234e1fac95a6d2,https://www.encodeproject.org/files/ENCFF118ECK/@@download/ENCFF118ECK.bed.gz
K562,K562,ENCSR837EYC,TF ChIP-seq,NRF1,transcription factor,Homo sapiens K562,"Richard Myers, HAIB",0,0,5,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF626VDA,optimal IDR thresholded peaks,True,376439.0,073ab3f58f304ec82215a5ecfcb383b8,https://www.encodeproject.org/files/ENCFF626VDA/@@download/ENCFF626VDA.bed.gz
K562,K562,ENCSR798ILC,TF ChIP-seq,NCOR1,cofactor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,2,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF007ZUL,optimal IDR thresholded peaks,True,490433.0,878253b762325dff1663e201db17803c,https://www.encodeproject.org/files/ENCFF007ZUL/@@download/ENCFF007ZUL.bed.gz
K562,K562,ENCSR431XGJ,TF ChIP-seq,PYGO2,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,2,1,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF442XXV,optimal IDR thresholded peaks,True,82654.0,179c55cb971fe6cb2872ffee6eb0aaf2,https://www.encodeproject.org/files/ENCFF442XXV/@@download/ENCFF442XXV.bed.gz
K562,K562,ENCSR675LRO,TF ChIP-seq,MLLT1,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,0,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF388LUX,optimal IDR thresholded peaks,True,249289.0,2bd8969d70f944c99a46017e037274a6,https://www.encodeproject.org/files/ENCFF388LUX/@@download/ENCFF388LUX.bed.gz
K562,K562,ENCSR004GKA,TF ChIP-seq,ZEB2,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,5,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF242AOL,IDR thresholded peaks,True,467234.0,677976d65be5ad7aad99b1ee1ccbf970,https://www.encodeproject.org/files/ENCFF242AOL/@@download/ENCFF242AOL.bed.gz
K562,K562,ENCSR000EWN,TF ChIP-seq,ZNF263,transcription factor,Homo sapiens K562,"Peggy Farnham, USC",2,2,0,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF579ETM,optimal IDR thresholded peaks,True,67789.0,b6c38bae2ef61a659aadf55b977a891a,https://www.encodeproject.org/files/ENCFF579ETM/@@download/ENCFF579ETM.bed.gz
K562,K562,ENCSR907JPB,TF ChIP-seq,ZMIZ1,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,8,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF526PMI,optimal IDR thresholded peaks,True,21193.0,69fd6d6fa35b80f8d160e562391c7d70,https://www.encodeproject.org/files/ENCFF526PMI/@@download/ENCFF526PMI.bed.gz
K562,K562,ENCSR000EHJ,TF ChIP-seq,STAT1,transcription factor,Homo sapiens K562 treated with Interferon gamma for 6 hours,"Michael Snyder, Stanford",0,4,6,,False,treatment: Interferon gamma (protein),ENCFF431NLF,optimal IDR thresholded peaks,True,49074.0,348d81f4c05a13fc0c9e4e08cb1285a4,https://www.encodeproject.org/files/ENCFF431NLF/@@download/ENCFF431NLF.bed.gz
K562,K562,ENCSR949NVY,TF ChIP-seq,ZNF639,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,2,2,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF008JJE,optimal IDR thresholded peaks,True,305852.0,27f9539a3aad2ab0b3e625a001f1492d,https://www.encodeproject.org/files/ENCFF008JJE/@@download/ENCFF008JJE.bed.gz
K562,K562,ENCSR033NQK,TF ChIP-seq,ZNF830,DNA repair,Homo sapiens K562,"Michael Snyder, Stanford",0,2,6,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF979NKM,optimal IDR thresholded peaks,True,66586.0,a4cc5a08895ade9dede6859e3aaae5dc,https://www.encodeproject.org/files/ENCFF979NKM/@@download/ENCFF979NKM.bed.gz
K562,K562,ENCSR065XVO,TF ChIP-seq,CHAMP1,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,4,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF646MEF,optimal IDR thresholded peaks,True,278256.0,fa755334fe03f026bea8a7d699fe31ca,https://www.encodeproject.org/files/ENCFF646MEF/@@download/ENCFF646MEF.bed.gz
K562,K562,ENCSR298JCG,TF ChIP-seq,NCOR1,cofactor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,1,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF638IIC,optimal IDR thresholded peaks,True,168899.0,a6fb144af17e1bf26776ea364011337f,https://www.encodeproject.org/files/ENCFF638IIC/@@download/ENCFF638IIC.bed.gz
K562,K562,ENCSR707QWA,TF ChIP-seq,NR2F6,transcription factor,Homo sapiens K562,"Richard Myers, HAIB",0,0,4,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF194VBK,optimal IDR thresholded peaks,True,405789.0,851d5f8c99376f6433641934c9eeeb00,https://www.encodeproject.org/files/ENCFF194VBK/@@download/ENCFF194VBK.bed.gz
K562,K562,ENCSR621ATC,TF ChIP-seq,ZNF184,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,2,1,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF760EPB,optimal IDR thresholded peaks,True,254161.0,2dfcc0dbcc16a66ad3c37f4ccea080eb,https://www.encodeproject.org/files/ENCFF760EPB/@@download/ENCFF760EPB.bed.gz
K562,K562,ENCSR075HTM,TF ChIP-seq,HDAC2,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,0,2,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF618YRQ,optimal IDR thresholded peaks,True,559567.0,4874fe372a32dd38b068561e6343a8b0,https://www.encodeproject.org/files/ENCFF618YRQ/@@download/ENCFF618YRQ.bed.gz
K562,K562,ENCSR720HUL,TF ChIP-seq,E2F1,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,4,7,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF134JLR,optimal IDR thresholded peaks,True,418689.0,5a13794056dcab90483355bd68656432,https://www.encodeproject.org/files/ENCFF134JLR/@@download/ENCFF134JLR.bed.gz
K562,K562,ENCSR000EWF,TF ChIP-seq,YY1,transcription factor,Homo sapiens K562,"Peggy Farnham, USC",0,4,3,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF635XCI,optimal IDR thresholded peaks,True,93625.0,4545455201e3285ee2249fc874722330,https://www.encodeproject.org/files/ENCFF635XCI/@@download/ENCFF635XCI.bed.gz
K562,K562,ENCSR360HRA,TF ChIP-seq,KDM1A,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,0,4,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF483BRD,optimal IDR thresholded peaks,True,623757.0,3424efdcc9ed08c70164c9d973284841,https://www.encodeproject.org/files/ENCFF483BRD/@@download/ENCFF483BRD.bed.gz
K562,K562,ENCSR000DJY,TF ChIP-seq,JUNB,cofactor,Homo sapiens K562 stably expressing JUNB,"Kevin White, UChicago",0,2,10,eGFP,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF362UGH,IDR thresholded peaks,True,280831.0,24745c1227df645491fde34562c60211,https://www.encodeproject.org/files/ENCFF362UGH/@@download/ENCFF362UGH.bed.gz
K562,K562,ENCSR000DJX,TF ChIP-seq,JUND,transcription factor,Homo sapiens K562 stably expressing JUND,"Kevin White, UChicago",0,0,12,eGFP,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF273KIA,IDR thresholded peaks,True,649109.0,e6c49997c88d90df4c4eb22783ce8edd,https://www.encodeproject.org/files/ENCFF273KIA/@@download/ENCFF273KIA.bed.gz
K562,K562,ENCSR000EFW,TF ChIP-seq,UBTF,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,15,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF345RRM,optimal IDR thresholded peaks,True,176110.0,9e66db53dcd2f86ed247589462858e71,https://www.encodeproject.org/files/ENCFF345RRM/@@download/ENCFF345RRM.bed.gz
K562,K562,ENCSR000FBC,TF ChIP-seq,STAT2,transcription factor,Homo sapiens K562 treated with interferon alpha for 6 hours,"Sherman Weissman, Yale",1,3,6,,False,treatment: interferon alpha (protein),ENCFF545JVD,optimal IDR thresholded peaks,True,40880.0,a891a9fda490ce3ed55772f7fbfc5a79,https://www.encodeproject.org/files/ENCFF545JVD/@@download/ENCFF545JVD.bed.gz
K562,K562,ENCSR000FAZ,TF ChIP-seq,MYC,transcription factor,Homo sapiens K562 treated with interferon alpha for 30 minutes,"Sherman Weissman, Yale",0,4,5,,False,treatment: interferon alpha (protein),ENCFF700TLG,optimal IDR thresholded peaks,True,158337.0,ff1b2e4c23fa1e538b57ef5f01112acd,https://www.encodeproject.org/files/ENCFF700TLG/@@download/ENCFF700TLG.bed.gz
K562,K562,ENCSR000EHB,TF ChIP-seq,TAL1,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,0,11,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF078OUD,optimal IDR thresholded peaks,True,499377.0,7fd38a26279682973b79079be2bd5c58,https://www.encodeproject.org/files/ENCFF078OUD/@@download/ENCFF078OUD.bed.gz
K562,K562,ENCSR000BKU,TF ChIP-seq,YY1,transcription factor,Homo sapiens K562,"Richard Myers, HAIB",1,6,8,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF953BTB,optimal IDR thresholded peaks,True,274304.0,5e0d8c3af8f5ee9de64681feb5dc4bfe,https://www.encodeproject.org/files/ENCFF953BTB/@@download/ENCFF953BTB.bed.gz
K562,K562,ENCSR000DOG,TF ChIP-seq,ATF3,transcription factor,Homo sapiens K562,"Kevin Struhl, HMS",0,4,2,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF895RNS,IDR thresholded peaks,True,22538.0,7dab414cf6f9671e0e922f75284c07d2,https://www.encodeproject.org/files/ENCFF895RNS/@@download/ENCFF895RNS.bed.gz
K562,K562,ENCSR000FAT,TF ChIP-seq,STAT2,transcription factor,Homo sapiens K562 treated with interferon alpha for 30 minutes,"Sherman Weissman, Yale",0,4,4,,False,treatment: interferon alpha (protein),ENCFF204VQS,optimal IDR thresholded peaks,True,66160.0,5496fa50897dda446d76e8e279d6aa60,https://www.encodeproject.org/files/ENCFF204VQS/@@download/ENCFF204VQS.bed.gz
K562,K562,ENCSR000FAF,TF ChIP-seq,NFE2,transcription factor,Homo sapiens K562,"Sherman Weissman, Yale",2,2,2,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF714MVQ,conservative IDR thresholded peaks,True,47311.0,a7171282b1f2e63b51d6eaf070ebe63d,https://www.encodeproject.org/files/ENCFF714MVQ/@@download/ENCFF714MVQ.bed.gz
K562,K562,ENCSR000FAW,TF ChIP-seq,POLR2A,RNA polymerase complex,Homo sapiens K562 treated with Interferon gamma for 6 hours,"Sherman Weissman, Yale",0,4,6,,False,treatment: Interferon gamma (protein),ENCFF099NYA,optimal IDR thresholded peaks,True,383286.0,c596a6ebffcfce8c02e2dedd3db4468e,https://www.encodeproject.org/files/ENCFF099NYA/@@download/ENCFF099NYA.bed.gz
K562,K562,ENCSR000DJZ,TF ChIP-seq,HDAC8,cohesin,Homo sapiens K562 stably expressing HDAC8,"Kevin White, UChicago",0,1,7,eGFP,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF237RPL,optimal IDR thresholded peaks,True,42093.0,58b0a8c7747dd8173a3b0aa870073ea6,https://www.encodeproject.org/files/ENCFF237RPL/@@download/ENCFF237RPL.bed.gz
K562,K562,ENCSR000EHP,TF ChIP-seq,POLR2A,RNA polymerase complex,Homo sapiens K562 treated with Interferon gamma for 30 minutes,"Michael Snyder, Stanford",0,7,4,,False,treatment: Interferon gamma (protein),ENCFF730DLS,optimal IDR thresholded peaks,True,400191.0,6703f2ed1b6467c0fb8f7151d30b608b,https://www.encodeproject.org/files/ENCFF730DLS/@@download/ENCFF730DLS.bed.gz
K562,K562,ENCSR000FAG,TF ChIP-seq,MYC,transcription factor,Homo sapiens K562,"Sherman Weissman, Yale",2,2,3,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF675PHY,IDR thresholded peaks,True,85460.0,6ac174e470b650bad989ee2c1ed328db,https://www.encodeproject.org/files/ENCFF675PHY/@@download/ENCFF675PHY.bed.gz
K562,K562,ENCSR000FAY,TF ChIP-seq,POLR2A,RNA polymerase complex,Homo sapiens K562 treated with interferon alpha for 30 minutes,"Sherman Weissman, Yale",0,4,6,,False,treatment: interferon alpha (protein),ENCFF668VIK,optimal IDR thresholded peaks,True,327240.0,9da46723e82c01d8cac75af9b1c42054,https://www.encodeproject.org/files/ENCFF668VIK/@@download/ENCFF668VIK.bed.gz
K562,K562,ENCSR000EZT,TF ChIP-seq,JUN,transcription factor,Homo sapiens K562 treated with Interferon gamma for 30 minutes,"Sherman Weissman, Yale",1,7,2,,False,treatment: Interferon gamma (protein),ENCFF167WUZ,optimal IDR thresholded peaks,True,149656.0,12397850a41177f618070e26e9e89d28,https://www.encodeproject.org/files/ENCFF167WUZ/@@download/ENCFF167WUZ.bed.gz
K562,K562,ENCSR000BMV,TF ChIP-seq,FOSL1,transcription factor,Homo sapiens K562,"Richard Myers, HAIB",0,4,10,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF087MFG,optimal IDR thresholded peaks,True,133901.0,275db6953ea2392131ba3492abb1019d,https://www.encodeproject.org/files/ENCFF087MFG/@@download/ENCFF087MFG.bed.gz
K562,K562,ENCSR000EGY,TF ChIP-seq,EP300,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",1,1,5,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF821MKR,IDR thresholded peaks,True,56065.0,2348231ccbb4c778aa62ab3c82bd9586,https://www.encodeproject.org/files/ENCFF821MKR/@@download/ENCFF821MKR.bed.gz
K562,K562,ENCSR113LAS,TF ChIP-seq,MTA2,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,0,2,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF713ZVD,optimal IDR thresholded peaks,True,311438.0,7d5c422e2e0fbd38738e7f2e5ba6653d,https://www.encodeproject.org/files/ENCFF713ZVD/@@download/ENCFF713ZVD.bed.gz
K562,K562,ENCSR387UWP,TF ChIP-seq,HDAC1,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,0,5,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF188TBM,optimal IDR thresholded peaks,True,917615.0,fb05b3614c249aebaa15b71588273a47,https://www.encodeproject.org/files/ENCFF188TBM/@@download/ENCFF188TBM.bed.gz
K562,K562,ENCSR197ALX,TF ChIP-seq,HDGF,cofactor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,3,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF575WFB,optimal IDR thresholded peaks,True,188401.0,e902bd67ee5b2c86f079498a170f908d,https://www.encodeproject.org/files/ENCFF575WFB/@@download/ENCFF575WFB.bed.gz
K562,K562,ENCSR395HWC,TF ChIP-seq,IKZF1,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,5,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF994OQH,optimal IDR thresholded peaks,True,959869.0,c34f95ee3df4e2e3e5092c6da750dd67,https://www.encodeproject.org/files/ENCFF994OQH/@@download/ENCFF994OQH.bed.gz
K562,K562,ENCSR788DXU,TF ChIP-seq,FOXA3,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens FOXA3,"Richard Myers, HAIB",0,0,5,3xFLAG,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF197SXI,IDR thresholded peaks,True,227558.0,9d7cadf2a30e0095778a7db5ac3dfdd2,https://www.encodeproject.org/files/ENCFF197SXI/@@download/ENCFF197SXI.bed.gz
K562,K562,ENCSR928KOR,TF ChIP-seq,GMEB1,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,2,0,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF678VPQ,optimal IDR thresholded peaks,True,504173.0,7fd98e2b51c3f809d13313460b8c418b,https://www.encodeproject.org/files/ENCFF678VPQ/@@download/ENCFF678VPQ.bed.gz
K562,K562,ENCSR000DKA,TF ChIP-seq,GATA2,transcription factor,Homo sapiens K562 stably expressing GATA2,"Kevin White, UChicago",0,1,6,eGFP,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF997NUA,optimal IDR thresholded peaks,True,367057.0,6e6fbb7e4e34db3c1698ef089d41790b,https://www.encodeproject.org/files/ENCFF997NUA/@@download/ENCFF997NUA.bed.gz
K562,K562,ENCSR349TZO,TF ChIP-seq,NCOA2,cofactor,Homo sapiens K562,"Michael Snyder, Stanford",0,2,5,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF584SNZ,optimal IDR thresholded peaks,True,75816.0,28d8b072c63a6142f93a5014827e57d0,https://www.encodeproject.org/files/ENCFF584SNZ/@@download/ENCFF584SNZ.bed.gz
K562,K562,ENCSR000BMR,TF ChIP-seq,POLR2A,RNA polymerase complex,Homo sapiens K562,"Richard Myers, HAIB",0,4,4,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF182YZG,optimal IDR thresholded peaks,True,664881.0,b944c338bd7ff9253c3498707b9b6b12,https://www.encodeproject.org/files/ENCFF182YZG/@@download/ENCFF182YZG.bed.gz
K562,K562,ENCSR000EHF,TF ChIP-seq,POLR2AphosphoS2,RNA polymerase complex,Homo sapiens K562,"Michael Snyder, Stanford",1,3,1,,False,"not selected: one experiment per target (conventional ChIP-seq over Mint-ChIP, then lab priority Bernstein>Snyder>Stamatoyannopoulos, then audit flags)",ENCFF950YZE,IDR thresholded peaks,True,72204.0,d7c4c640b4d7061d75cd988c1cab8d68,https://www.encodeproject.org/files/ENCFF950YZE/@@download/ENCFF950YZE.bed.gz
