cellset,term_name,experiment,assay,target,investigated_as,biosample_summary,lab,n_audit_error,n_audit_notcompliant,n_audit_warning,endogenous_tag,keep,exclude_reason,file,output_type,preferred_default,file_size,md5sum,href
K562,K562,ENCSR017EJY,TF ChIP-seq,DLX4,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens DLX4,"Michael Snyder, Stanford",0,0,2,eGFP,True,,ENCFF832DBU,IDR thresholded peaks,True,10764.0,8d549573a8b98c815fb5791bb1f2f78a,https://www.encodeproject.org/files/ENCFF832DBU/@@download/ENCFF832DBU.bed.gz
K562,K562,ENCSR922YDT,TF ChIP-seq,SLC30A9,DNA repair,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens SLC30A9,"Michael Snyder, Stanford",0,0,6,eGFP,True,,ENCFF441QXF,IDR thresholded peaks,True,12171.0,ec72cd7a4534b35961d56a88566d76a0,https://www.encodeproject.org/files/ENCFF441QXF/@@download/ENCFF441QXF.bed.gz
K562,K562,ENCSR844JVU,TF ChIP-seq,TCFL5,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens TCFL5,"Michael Snyder, Stanford",0,0,20,eGFP,True,,ENCFF410SWS,conservative IDR thresholded peaks,True,39200.0,60d335277f3b6c34d4f2d52544f64d82,https://www.encodeproject.org/files/ENCFF410SWS/@@download/ENCFF410SWS.bed.gz
K562,K562,ENCSR617POJ,TF ChIP-seq,ZFP1,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZFP1,"Michael Snyder, Stanford",0,0,8,eGFP,True,,ENCFF795AWO,IDR thresholded peaks,True,66442.0,16303e76c144e51a71cfe91bab023ba0,https://www.encodeproject.org/files/ENCFF795AWO/@@download/ENCFF795AWO.bed.gz
K562,K562,ENCSR805SIA,TF ChIP-seq,PURB,RNA binding protein,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens PURB,"Richard Myers, HAIB",0,0,6,3xFLAG,True,,ENCFF500BWO,IDR thresholded peaks,True,6424.0,b08bfdf72a39b00c730fb5707cc295cd,https://www.encodeproject.org/files/ENCFF500BWO/@@download/ENCFF500BWO.bed.gz
K562,K562,ENCSR279IMD,TF ChIP-seq,HMGXB4,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens HMGXB4,"Richard Myers, HAIB",0,0,5,3xFLAG,True,,ENCFF185KMK,IDR thresholded peaks,True,165866.0,e1531c7012325cca2ecb13643bf803ce,https://www.encodeproject.org/files/ENCFF185KMK/@@download/ENCFF185KMK.bed.gz
K562,K562,ENCSR663NFC,TF ChIP-seq,STAT5B,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens STAT5B,"Michael Snyder, Stanford",0,0,5,eGFP,True,,ENCFF122FTW,IDR thresholded peaks,True,12413.0,421d6b795d4094e484dbf5dec6b16447,https://www.encodeproject.org/files/ENCFF122FTW/@@download/ENCFF122FTW.bed.gz
K562,K562,ENCSR775NLJ,TF ChIP-seq,CHCHD3,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens CHCHD3,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF645IVF,IDR thresholded peaks,True,44960.0,a6784f53b50d72b4a38ac6b5ae29d030,https://www.encodeproject.org/files/ENCFF645IVF/@@download/ENCFF645IVF.bed.gz
K562,K562,ENCSR492FKD,TF ChIP-seq,ZNF257,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF257,"Michael Snyder, Stanford",0,0,21,eGFP,True,,ENCFF738IQL,IDR thresholded peaks,True,80243.0,9ded87530e17040c7f08d09d0028047e,https://www.encodeproject.org/files/ENCFF738IQL/@@download/ENCFF738IQL.bed.gz
K562,K562,ENCSR026KKZ,TF ChIP-seq,ZBTB17,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB17,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF292HSS,IDR thresholded peaks,True,283023.0,8bed469c7f2fbb0d0865b541324bb14e,https://www.encodeproject.org/files/ENCFF292HSS/@@download/ENCFF292HSS.bed.gz
K562,K562,ENCSR231ZVN,TF ChIP-seq,FOXA3,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens FOXA3,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF504WWL,conservative IDR thresholded peaks,True,199351.0,5e9d552fcba61bc88a31d6fe74a9bece,https://www.encodeproject.org/files/ENCFF504WWL/@@download/ENCFF504WWL.bed.gz
K562,K562,ENCSR783EPA,TF ChIP-seq,TBPL1,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens TBPL1,"Michael Snyder, Stanford",0,0,7,eGFP,True,,ENCFF927NEU,IDR thresholded peaks,True,111530.0,45cf9da8056e6ec0230767e76d77c9bc,https://www.encodeproject.org/files/ENCFF927NEU/@@download/ENCFF927NEU.bed.gz
K562,K562,ENCSR591ASD,TF ChIP-seq,TEAD1,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens TEAD1,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF692HUD,IDR thresholded peaks,True,241679.0,2a757edbb0176202260cf86161cc4713,https://www.encodeproject.org/files/ENCFF692HUD/@@download/ENCFF692HUD.bed.gz
K562,K562,ENCSR350GZC,TF ChIP-seq,ZNF561,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF561,"Michael Snyder, Stanford",0,0,6,eGFP,True,,ENCFF701RWL,conservative IDR thresholded peaks,True,31929.0,ba96abc5683a84bca116953c08e5190d,https://www.encodeproject.org/files/ENCFF701RWL/@@download/ENCFF701RWL.bed.gz
K562,K562,ENCSR459FUE,TF ChIP-seq,ERF,cofactor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ERF,"Michael Snyder, Stanford",0,0,9,eGFP,True,,ENCFF462ZIG,IDR thresholded peaks,True,185487.0,4e1b78e6acd846952e4bf535b3c3ab63,https://www.encodeproject.org/files/ENCFF462ZIG/@@download/ENCFF462ZIG.bed.gz
K562,K562,ENCSR110JLQ,TF ChIP-seq,ZNF778,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF778,"Michael Snyder, Stanford",0,0,6,eGFP,True,,ENCFF165JQS,IDR thresholded peaks,True,5907.0,0c214348b02cc458ded87e62fa72e31a,https://www.encodeproject.org/files/ENCFF165JQS/@@download/ENCFF165JQS.bed.gz
K562,K562,ENCSR236JZN,TF ChIP-seq,ZNF586,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF586,"Michael Snyder, Stanford",0,0,6,eGFP,True,,ENCFF887ZDT,conservative IDR thresholded peaks,True,32026.0,9f3dda7582266b9eb8fce327af8ba2d9,https://www.encodeproject.org/files/ENCFF887ZDT/@@download/ENCFF887ZDT.bed.gz
K562,K562,ENCSR800KMQ,TF ChIP-seq,ZBTB43,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB43,"Richard Myers, HAIB",0,0,5,3xFLAG,True,,ENCFF124KCE,IDR thresholded peaks,True,96907.0,3154aa211bac58ce311f643c7aa9023e,https://www.encodeproject.org/files/ENCFF124KCE/@@download/ENCFF124KCE.bed.gz
K562,K562,ENCSR002ZGC,TF ChIP-seq,ZNF212,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF212,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF435MHH,IDR thresholded peaks,True,47936.0,065cb67bf1f365bcaf24edf734a9a5a4,https://www.encodeproject.org/files/ENCFF435MHH/@@download/ENCFF435MHH.bed.gz
K562,K562,ENCSR084WHZ,TF ChIP-seq,FOXP4,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens FOXP4,"Richard Myers, HAIB",0,0,6,3xFLAG,True,,ENCFF974IPP,IDR thresholded peaks,True,125264.0,62139722a6541a40c878e0a4da63cd98,https://www.encodeproject.org/files/ENCFF974IPP/@@download/ENCFF974IPP.bed.gz
K562,K562,ENCSR525VAT,TF ChIP-seq,JUNB,cofactor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens JUNB,"Michael Snyder, Stanford",0,0,2,eGFP,True,,ENCFF932KRN,conservative IDR thresholded peaks,True,79535.0,310e381a0dab057852b535555c595871,https://www.encodeproject.org/files/ENCFF932KRN/@@download/ENCFF932KRN.bed.gz
K562,K562,ENCSR841GLE,TF ChIP-seq,ZNF217,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF217,"Richard Myers, HAIB",0,0,5,3xFLAG,True,,ENCFF515LWL,IDR thresholded peaks,True,11138.0,3d33786ffc6dc671531cf38bde441b6a,https://www.encodeproject.org/files/ENCFF515LWL/@@download/ENCFF515LWL.bed.gz
K562,K562,ENCSR985OYK,TF ChIP-seq,ZBTB11,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB11,"Michael Snyder, Stanford",0,0,2,eGFP,True,,ENCFF227HVU,IDR thresholded peaks,True,76588.0,ed4dfdea1e3ee63fe51e82eea5399fc2,https://www.encodeproject.org/files/ENCFF227HVU/@@download/ENCFF227HVU.bed.gz
K562,K562,ENCSR563YDA,TF ChIP-seq,HDGF,cofactor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,0,,True,,ENCFF297WMY,optimal IDR thresholded peaks,True,216647.0,3606e415e91b6de4450102636c9a356a,https://www.encodeproject.org/files/ENCFF297WMY/@@download/ENCFF297WMY.bed.gz
K562,K562,ENCSR044UJJ,TF ChIP-seq,ATF4,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ATF4,"Michael Snyder, Stanford",0,0,6,eGFP,True,,ENCFF250MUC,IDR thresholded peaks,True,204371.0,ed3f5d1372ff7f5a0a5eaedf0c5f82b5,https://www.encodeproject.org/files/ENCFF250MUC/@@download/ENCFF250MUC.bed.gz
K562,K562,ENCSR126YJQ,TF ChIP-seq,HMG20A,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens HMG20A,"Michael Snyder, Stanford",0,0,8,eGFP,True,,ENCFF118ATD,conservative IDR thresholded peaks,True,26073.0,5d57b567c4866f3438531000206a49a4,https://www.encodeproject.org/files/ENCFF118ATD/@@download/ENCFF118ATD.bed.gz
K562,K562,ENCSR411UYA,TF ChIP-seq,MTA2,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,0,0,,True,,ENCFF558XIL,optimal IDR thresholded peaks,True,278755.0,8d835dff011022794af375901627d2ee,https://www.encodeproject.org/files/ENCFF558XIL/@@download/ENCFF558XIL.bed.gz
K562,K562,ENCSR757IIU,TF ChIP-seq,HMBOX1,transcription factor,Homo sapiens K562,"Richard Myers, HAIB",0,0,0,,True,,ENCFF718DFX,optimal IDR thresholded peaks,True,513563.0,bd4007ae01d0f255d400fec344b2c2e9,https://www.encodeproject.org/files/ENCFF718DFX/@@download/ENCFF718DFX.bed.gz
K562,K562,ENCSR335SUD,TF ChIP-seq,ZNF436,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF436,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF318ZUN,IDR thresholded peaks,True,49916.0,50e546ab5ebe87fc2e8c7b1ea186414d,https://www.encodeproject.org/files/ENCFF318ZUN/@@download/ENCFF318ZUN.bed.gz
K562,K562,ENCSR530XQI,TF ChIP-seq,L3MBTL2,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,0,6,,True,,ENCFF423LPW,optimal IDR thresholded peaks,True,963003.0,4b1841acd8c1d519ba0db7a6c19e4987,https://www.encodeproject.org/files/ENCFF423LPW/@@download/ENCFF423LPW.bed.gz
K562,K562,ENCSR187RGF,TF ChIP-seq,ZNF695,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF695,"Michael Snyder, Stanford",0,0,6,eGFP,True,,ENCFF493LZB,IDR thresholded peaks,True,33698.0,f0fbbd4b2c2c0374bcedac5e3579ac1e,https://www.encodeproject.org/files/ENCFF493LZB/@@download/ENCFF493LZB.bed.gz
K562,K562,ENCSR869IUD,TF ChIP-seq,ATF2,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,5,,True,,ENCFF803FHN,optimal IDR thresholded peaks,True,809457.0,7add0259e2d935a4afcb4e8316e0e26c,https://www.encodeproject.org/files/ENCFF803FHN/@@download/ENCFF803FHN.bed.gz
K562,K562,ENCSR429QPP,TF ChIP-seq,FOXM1,DNA repair,Homo sapiens K562,"Michael Snyder, Stanford",0,0,8,,True,,ENCFF778PWE,optimal IDR thresholded peaks,True,314329.0,4226c87a701f4ad111bfd234293ec22e,https://www.encodeproject.org/files/ENCFF778PWE/@@download/ENCFF778PWE.bed.gz
K562,K562,ENCSR536CBU,TF ChIP-seq,ZBTB9,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZBTB9,"Michael Snyder, Stanford",0,0,5,eGFP,True,,ENCFF588CXX,IDR thresholded peaks,True,275972.0,c4faaf3e805d2fcfd7c9037fdb768174,https://www.encodeproject.org/files/ENCFF588CXX/@@download/ENCFF588CXX.bed.gz
K562,K562,ENCSR322CFO,TF ChIP-seq,ZEB2,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,0,,True,,ENCFF553KIK,optimal IDR thresholded peaks,True,416663.0,a5af5857bfbc3bfc8fea09cb90e67a16,https://www.encodeproject.org/files/ENCFF553KIK/@@download/ENCFF553KIK.bed.gz
K562,K562,ENCSR590FLL,TF ChIP-seq,ZNF347,transcription factor,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF347,"Michael Snyder, Stanford",0,0,7,eGFP,True,,ENCFF843NBV,IDR thresholded peaks,True,18615.0,cab83f2be2220d6d328bd6566fc54d85,https://www.encodeproject.org/files/ENCFF843NBV/@@download/ENCFF843NBV.bed.gz
K562,K562,ENCSR942XQI,TF ChIP-seq,RAD21,cohesin,Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens RAD21,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF330SHG,IDR thresholded peaks,True,935586.0,356a9862fda97a5f8c636305ebd360c0,https://www.encodeproject.org/files/ENCFF330SHG/@@download/ENCFF330SHG.bed.gz
K562,K562,ENCSR563LLO,TF ChIP-seq,E2F1,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,6,,True,,ENCFF445VTT,optimal IDR thresholded peaks,True,167855.0,b3a7a5144a292cafe35edcd2c7e0439d,https://www.encodeproject.org/files/ENCFF445VTT/@@download/ENCFF445VTT.bed.gz
K562,K562,ENCSR201NQZ,TF ChIP-seq,CTBP1,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,0,1,,True,,ENCFF349UTF,optimal IDR thresholded peaks,True,901584.0,c5363ca9e8b87de50a6c4b50c96790de,https://www.encodeproject.org/files/ENCFF349UTF/@@download/ENCFF349UTF.bed.gz
K562,K562,ENCSR742TMU,TF ChIP-seq,ZNF282,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,2,6,,True,,ENCFF596JDS,optimal IDR thresholded peaks,True,248166.0,8669fe48aed2c71529f96de233393304,https://www.encodeproject.org/files/ENCFF596JDS/@@download/ENCFF596JDS.bed.gz
K562,K562,ENCSR000EGO,TF ChIP-seq,RFX5,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,12,,True,,ENCFF201YKU,optimal IDR thresholded peaks,True,52141.0,65cdb837880f17e81c348718cbe89cdc,https://www.encodeproject.org/files/ENCFF201YKU/@@download/ENCFF201YKU.bed.gz
K562,K562,ENCSR189PYJ,TF ChIP-seq,SMAD2,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,5,,True,,ENCFF186MFI,optimal IDR thresholded peaks,True,3663.0,4f7ac6d1c8c85892792cdff04e1d7c4a,https://www.encodeproject.org/files/ENCFF186MFI/@@download/ENCFF186MFI.bed.gz
K562,K562,ENCSR618GDK,TF ChIP-seq,CEBPZ,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,5,,True,,ENCFF797OWK,optimal IDR thresholded peaks,True,25073.0,84185a6b0f28628215c2fd54a269237b,https://www.encodeproject.org/files/ENCFF797OWK/@@download/ENCFF797OWK.bed.gz
K562,K562,ENCSR808AKZ,TF ChIP-seq,BCOR,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,0,0,,True,,ENCFF186JKG,optimal IDR thresholded peaks,True,787885.0,5fc56d41933b612a84f520ac8901c382,https://www.encodeproject.org/files/ENCFF186JKG/@@download/ENCFF186JKG.bed.gz
K562,K562,ENCSR895HSJ,TF ChIP-seq,SMARCA5,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,0,0,,True,,ENCFF481TNF,optimal IDR thresholded peaks,True,355021.0,e342a3d251dfd1eb825e08c2f533a212,https://www.encodeproject.org/files/ENCFF481TNF/@@download/ENCFF481TNF.bed.gz
K562,K562,ENCSR647ZXA,TF ChIP-seq,MEF2D,transcription factor,Homo sapiens K562 stably expressing MEF2D,"Michael Snyder, Stanford",0,0,4,eGFP,True,,ENCFF436DME,optimal IDR thresholded peaks,True,269263.0,a24d0901a1740e0003b54864aabf5c15,https://www.encodeproject.org/files/ENCFF436DME/@@download/ENCFF436DME.bed.gz
K562,K562,ENCSR819LHG,TF ChIP-seq,FOXA1,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,5,,True,,ENCFF765NAN,optimal IDR thresholded peaks,True,26015.0,7adb246f7f66d376afbf4f862b272fbc,https://www.encodeproject.org/files/ENCFF765NAN/@@download/ENCFF765NAN.bed.gz
K562,K562,ENCSR230PTV,TF ChIP-seq,ZBTB2,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,2,,True,,ENCFF189WAO,optimal IDR thresholded peaks,True,338408.0,6068ae7bdb859eb8165ed7690cd60f4d,https://www.encodeproject.org/files/ENCFF189WAO/@@download/ENCFF189WAO.bed.gz
K562,K562,ENCSR987PBI,TF ChIP-seq,DNMT1,chromatin remodeler,Homo sapiens K562,"Michael Snyder, Stanford",0,0,4,,True,,ENCFF549TVW,optimal IDR thresholded peaks,True,69618.0,fbd5755d528bd1922c7187aa896ed42c,https://www.encodeproject.org/files/ENCFF549TVW/@@download/ENCFF549TVW.bed.gz
K562,K562,ENCSR760UVO,TF ChIP-seq,KLF16,transcription factor,Homo sapiens K562,"Richard Myers, HAIB",0,0,2,,True,,ENCFF379LKE,optimal IDR thresholded peaks,True,310263.0,933a765031fc18c258b3ed9ebf3c4866,https://www.encodeproject.org/files/ENCFF379LKE/@@download/ENCFF379LKE.bed.gz
K562,K562,ENCSR803EKW,TF ChIP-seq,NCOA2,cofactor,Homo sapiens K562,"Michael Snyder, Stanford",0,2,2,,True,,ENCFF071SOH,optimal IDR thresholded peaks,True,58213.0,03d66020b0efbe75962febcd75003fc8,https://www.encodeproject.org/files/ENCFF071SOH/@@download/ENCFF071SOH.bed.gz
K562,K562,ENCSR000AUC,TF ChIP-seq,SUZ12,chromatin remodeler,Homo sapiens K562,"Bradley Bernstein, Broad",0,4,8,,True,,ENCFF440XZI,optimal IDR thresholded peaks,True,53769.0,e3df1a3201456822b691a1f4b3c56cdf,https://www.encodeproject.org/files/ENCFF440XZI/@@download/ENCFF440XZI.bed.gz
K562,K562,ENCSR948VFL,TF ChIP-seq,IKZF1,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,0,,True,,ENCFF785BTP,optimal IDR thresholded peaks,True,869837.0,858e8076f6d72cab574d40906762dc53,https://www.encodeproject.org/files/ENCFF785BTP/@@download/ENCFF785BTP.bed.gz
K562,K562,ENCSR000EFY,TF ChIP-seq,ARID3A,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,10,,True,,ENCFF757OML,optimal IDR thresholded peaks,True,202727.0,1470b97c347d6d31e38f0fb7655aa78f,https://www.encodeproject.org/files/ENCFF757OML/@@download/ENCFF757OML.bed.gz
K562,K562,ENCSR871TKJ,TF ChIP-seq,THRAP3,cofactor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,6,,True,,ENCFF354UUL,optimal IDR thresholded peaks,True,88032.0,a01682d2085868345e98e93637c59466,https://www.encodeproject.org/files/ENCFF354UUL/@@download/ENCFF354UUL.bed.gz
K562,K562,ENCSR028UIU,TF ChIP-seq,ATF3,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,6,,True,,ENCFF937OKC,optimal IDR thresholded peaks,True,1113570.0,514035b47c592feb695ca9c9c919d4c6,https://www.encodeproject.org/files/ENCFF937OKC/@@download/ENCFF937OKC.bed.gz
K562,K562,ENCSR000BKS,TF ChIP-seq,TAF1,RNA polymerase complex,Homo sapiens K562,"Richard Myers, HAIB",1,6,7,,True,,ENCFF453TIB,optimal IDR thresholded peaks,True,320021.0,fb8f377ae4ee66faf20bbc08f92960dc,https://www.encodeproject.org/files/ENCFF453TIB/@@download/ENCFF453TIB.bed.gz
K562,K562,ENCSR000BGW,TF ChIP-seq,SPI1,chromatin remodeler,Homo sapiens K562,"Richard Myers, HAIB",0,0,9,,True,,ENCFF414ECK,optimal IDR thresholded peaks,True,565275.0,0f9f439730c838aaa81878aa8c9f4f42,https://www.encodeproject.org/files/ENCFF414ECK/@@download/ENCFF414ECK.bed.gz
K562,K562,ENCSR000AVD,TF ChIP-seq,CHD7,transcription factor,Homo sapiens K562,"Bradley Bernstein, Broad",0,0,7,,True,,ENCFF722UJW,IDR thresholded peaks,True,20766.0,f9d7e0d4f7f3bd5c6d470cbfa3ff4d49,https://www.encodeproject.org/files/ENCFF722UJW/@@download/ENCFF722UJW.bed.gz
K562,K562,ENCSR780BBJ,TF ChIP-seq,ZZZ3,transcription factor,Homo sapiens K562,"Michael Snyder, Stanford",0,0,5,,True,,ENCFF945HJR,optimal IDR thresholded peaks,True,56074.0,33f82cda31323b371851f3b446a0760f,https://www.encodeproject.org/files/ENCFF945HJR/@@download/ENCFF945HJR.bed.gz
K562,K562,ENCSR000FAC,TF ChIP-seq,XRCC4,DNA repair,Homo sapiens K562,"Sherman Weissman, Yale",1,3,2,,True,,ENCFF540QPM,conservative IDR thresholded peaks,True,677.0,813d6da0b10b23de5f32979d28515ee6,https://www.encodeproject.org/files/ENCFF540QPM/@@download/ENCFF540QPM.bed.gz
K562,K562,ENCSR000AKO,TF ChIP-seq,CTCF,transcription factor,Homo sapiens K562,"Bradley Bernstein, Broad",0,2,10,,True,,ENCFF519CXF,optimal IDR thresholded peaks,True,873695.0,7828af6ccfcb579226ce54757b98f05b,https://www.encodeproject.org/files/ENCFF519CXF/@@download/ENCFF519CXF.bed.gz
K562,K562,ENCSR000EGF,TF ChIP-seq,POLR2AphosphoS2,RNA polymerase complex,Homo sapiens K562,"Michael Snyder, Stanford",0,0,8,,True,,ENCFF266OPF,optimal IDR thresholded peaks,True,199055.0,a30020977d8528dcc6f60d2d4c5abef4,https://www.encodeproject.org/files/ENCFF266OPF/@@download/ENCFF266OPF.bed.gz
